locality,constituency,state,lat,lng,status
barwala,Smt. Rekha Sharma (2024-28) (2024-2028),Haryana,,,locality_curated
thapli,Smt. Rekha Sharma (2024-28) (2024-2028),Haryana,,,locality_curated
kharkua,Smt. Rekha Sharma (2024-28) (2024-2028),Haryana,,,locality_curated
Chuttu Palu,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Hutup,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Ram,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Sukurhutu of Sukurhutu,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Pithoriya,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Patratu,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Raydi,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
Galol,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
Charaniya,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
Boriya,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
Vadasada,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
Garikaparru,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Andhra Pradesh,,,locality_curated
Cheruvu,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Andhra Pradesh,,,locality_curated
Ravinuthala,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Andhra Pradesh,,,locality_curated
Sai,Smt. Sumitra Balmik (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
devrasan,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Tikar,Shri Pradip Kumar Varma (2024-30) (2024-2030),Jharkhand,,,locality_curated
Belthangady,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),Karnataka,12.9899316,75.2789925,nominatim
Dharmasthala Gram,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),Karnataka,12.9519571,75.3813122,nominatim
thenipet,Shri P. Chidambaram (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Pandari,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Bazar,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Parvatpur,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Champapur,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Mednisare,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Dokidih,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Khargadih,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Chapuwadih,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Baikala,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Kala,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Gardiya,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Bhabroo,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Ararki,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
mangudi,Shri P. Chidambaram (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Patan,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Paparda,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Basda,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Azizpur,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Fauladpur,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Mandal,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Deep Paschim,Shri Sanjay Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Antalo,Smt. Sulata Deo (2022-28) (2022-2028),Odisha,,,locality_curated
Mirzapur,Smt. Sulata Deo (2022-28) (2022-2028),Odisha,,,locality_curated
pokharia,Smt. Sulata Deo (2022-28) (2022-2028),Odisha,,,locality_curated
Jharpokharia,Smt. Sulata Deo (2022-28) (2022-2028),Odisha,,,locality_curated
Mandap,Smt. Sulata Deo (2022-28) (2022-2028),Odisha,,,locality_curated
Modipur,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Arariya Sangram,Shri Sanjay Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Valluru,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Andhra Pradesh,,,locality_curated
Kakreu,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Nand,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Tejrawa,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Tejmalta,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,,,locality_curated
Harpur Rai,Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Bihar,,,locality_curated
Mehta Tola,Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Bihar,,,locality_curated
Dwlwgami Brahma,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,,,locality_curated
sudempuri Brahma,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,,,locality_curated
Hasraobari,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,,,locality_curated
Amguri,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,,,locality_curated
MADHUBANI MADHEPUR,Dr. Dharmshila Gupta (2024-30) (2024-2030),Bihar,,,locality_curated
Maigaon thuribari,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,,,locality_curated
Salguri,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,,,locality_curated
father Teja,Shri Chunnilal Garasiya (2024-30) (2024-2030),Rajasthan,,,locality_curated
Kherwada,Shri Chunnilal Garasiya (2024-30) (2024-2030),Rajasthan,,,locality_curated
Gunta,Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Andhra Pradesh,,,locality_curated
Tatipamula,Shri Anil Kumar Yadav Mandadi (2024-30) (2024-2030),Telangana,,,locality_curated
Hadanpara,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,,,locality_curated
towards,Dr. L. Murugan (2024-30) (2024-2030),Madhya Pradesh,,,locality_curated
Hanuman,Dr. L. Murugan (2024-30) (2024-2030),Madhya Pradesh,,,locality_curated
R Puthupatti,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Bommasamudram village,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Semlakalan,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,,,locality_curated
Balarva,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,,,locality_curated
Sanau,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,,,locality_curated
Gudani,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,,,locality_curated
Kohra,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,,,locality_curated
Badoda,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,,,locality_curated
Salka,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,,,locality_curated
Shitla Mataji,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Gujarat,,,locality_curated
Aaladiyur,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Thattanenthal,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Kavalkottam,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Venner vaikkal,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Kottaimedu,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Samaththuvapuram,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Surankottai,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Aduthakudi,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Kodikkulam,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Pudukottai,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Parsiya,Shri Arun Singh (2020-26) (2020-2026),Uttar Pradesh,,,locality_curated
Kanauthi,Shri Arun Singh (2020-26) (2020-2026),Uttar Pradesh,,,locality_curated
Radha Krishna,Shri Arun Singh (2020-26) (2020-2026),Uttar Pradesh,,,locality_curated
Village,Shri Arun Singh (2020-26) (2020-2026),Uttar Pradesh,,,locality_curated
Pahadi,Shri Arun Singh (2020-26) (2020-2026),Uttar Pradesh,,,locality_curated
Pahari,Shri Arun Singh (2020-26) (2020-2026),Uttar Pradesh,,,locality_curated
Moothedam,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
pathway Pulamanthole,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
Yergi,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),Maharashtra,,,locality_curated
Manda,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
Jamiatul Qurais,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand,,,locality_curated
Chotanagpur,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand,,,locality_curated
Giri Anchal Mahavir,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand,,,locality_curated
Maruti Neelkanth,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand,,,locality_curated
Ramzaan,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand,,,locality_curated
Bagaswahi,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
Saroli,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
Jitpur under Raghunathpur,Shri Samik Bhattacharya (2024-30) (2024-2030),West Bengal,,,locality_curated
Chadotar,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
within Nabla,Shri Samik Bhattacharya (2024-30) (2024-2030),West Bengal,,,locality_curated
primary,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Lakhvad Gayatri,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Bharoli,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Sayla Gram,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Dharmanagar,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Hirana,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Shaktipara,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Ghiyavad,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Premlakha,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Karnataka,,,locality_curated
Asatbhuja Durga,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Reshamiya,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Pipli,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Virpar,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Khakhraala,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Meghpar,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Sundergadh,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
Pachpheda,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
Dhorahi,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
Sidhaven,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
mandir Janpad,Shri Ashok Singh (2024-30) (2024-2030),Madhya Pradesh,,,locality_curated
Palashan,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,,,locality_curated
dablagouri,Shri Balyogi Umeshnath (2024-30) (2024-2030),Madhya Pradesh,,,locality_curated
pudhunilai vayal,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Hodke,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
Kurinjipadi Town,Shri S. Kalyanasundaram (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Thiruvali,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
Kodur,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
Anakkayam,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
Irimbiliyam,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
Urgattiri,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
prangan nirman,Shri Praful Patel (2024-30) (2024-2030),Maharashtra,,,locality_curated
Hanumanthunipadu,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Andhra Pradesh,,,locality_curated
atHanumanthunipadu,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Andhra Pradesh,,,locality_curated
Valmakivas Umiya Mata,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Gujarat,,,locality_curated
Guru,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Gujarat,,,locality_curated
Rabarivas Goga Maharaj,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Gujarat,,,locality_curated
Shankar Bhagvan,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Gujarat,,,locality_curated
village Simaliya,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Baridih,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Chendi,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
School,Dr. Sikander Kumar (2022-28) (2022-2028),Himachal Pradesh,,,locality_curated
Muhal Prina,Dr. Sikander Kumar (2022-28) (2022-2028),Himachal Pradesh,,,locality_curated
Pattadakallu,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Karnataka,,,locality_curated
Village Pairi,Dr. Sikander Kumar (2022-28) (2022-2028),Himachal Pradesh,,,locality_curated
Chauri Parhot,Dr. Sikander Kumar (2022-28) (2022-2028),Himachal Pradesh,,,locality_curated
Village Bodna,Dr. Sikander Kumar (2022-28) (2022-2028),Himachal Pradesh,,,locality_curated
Basti,Shri Arun Singh (2020-26) (2020-2026),Uttar Pradesh,,,locality_curated
Sojtaroad,Shri Madan Rathore (2024-30) (2024-2030),Rajasthan,,,locality_curated
Ghanerao,Shri Madan Rathore (2024-30) (2024-2030),Rajasthan,,,locality_curated
CHAK,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
SHIKARPUR,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
SEMARA,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
MAHRAJGANJ,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
SAHEDI,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
GODA,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
DHARAVA,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
CHHAVNI,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
MIRANPUR,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
MADANAHI,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
upper kotla,Dr. Sikander Kumar (2022-28) (2022-2028),Himachal Pradesh,,,locality_curated
Katav,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
premise Puliyarai,Shri Ilaiyaraaja (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Puliyarai,Shri Ilaiyaraaja (2022-28) (2022-2028),Tamil Nadu,9.0043321,77.1884827,nominatim
Allur,Shri P. Chidambaram (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Mepal,Shri P. Chidambaram (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
kotlindora,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
Khara Mandana,Shri Gulam Ali (2022-28) (2022-2028),Jammu And Kashmir,,,locality_curated
Cheebi,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,,,locality_curated
Molagavalli,Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Andhra Pradesh,,,locality_curated
katav,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
Gujarva,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Jonaki,Shri Pabitra Margherita (2022-28) (2022-2028),Assam,,,locality_curated
Hatigarh Shiv,Shri Pabitra Margherita (2022-28) (2022-2028),Assam,,,locality_curated
Saraswati Pustak,Shri Pabitra Margherita (2022-28) (2022-2028),Assam,,,locality_curated
Sarv Jatiya,Shri Subhash Barala (2024-30) (2024-2030),Haryana,,,locality_curated
Belsand,Shri Manan Kumar Mishra (2024-28) (2024-2028),Bihar,,,locality_curated
Hardiya,Shri Manan Kumar Mishra (2024-28) (2024-2028),Bihar,,,locality_curated
Madhuban Dakshin,Shri Manan Kumar Mishra (2024-28) (2024-2028),Bihar,,,locality_curated
Parasauni,Shri Manan Kumar Mishra (2024-28) (2024-2028),Bihar,,,locality_curated
vasadra bhamariya,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
bariya,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
swaminarayan,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
zarva,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
dungari faliya primary,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
patel faliya kohivav,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
vav,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
padedi,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,,,locality_curated
Muppainad Grama,Shri P. P. Suneer (2024-30) (2024-2030),Kerala,,,locality_curated
Dariyapur,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Bihar,,,locality_curated
Kolachery,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
Muzhakkunnu,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,,,locality_curated
I Gram,Shri Samik Bhattacharya (2024-30) (2024-2030),West Bengal,,,locality_curated
Kadriya,Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Maharashtra,,,locality_curated
khezhakeno,Smt. S. Phangnon Konyak (2022-28) (2022-2028),Nagaland,,,locality_curated
Dokakui,Dr. L. Murugan (2024-30) (2024-2030),Madhya Pradesh,,,locality_curated
Saray,Shri Amar Pal Maurya (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
light Chandpipar,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Durmeshwar,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Durga,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
asthan Baruari,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Telwa paschami,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Rauta khem,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Kolvi Temple,Shri Chunnilal Garasiya (2024-30) (2024-2030),Rajasthan,,,locality_curated
Bawdi,Shri Chunnilal Garasiya (2024-30) (2024-2030),Rajasthan,,,locality_curated
Temri,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Chhattisgarh,,,locality_curated
Damodara,Shri Pramod Tiwari (2022-28) (2022-2028),Rajasthan,,,locality_curated
Dalhapara,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,,,locality_curated
TRANSFORMER AT PAZHASSI,Shri Sandosh Kumar P (2022-28) (2022-2028),Kerala,,,locality_curated
KAYILOOR ALP,Shri Sandosh Kumar P (2022-28) (2022-2028),Kerala,,,locality_curated
Gorisana,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Davada,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Thalaiyur,Shri P. Chidambaram (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Kannangudi,Shri P. Chidambaram (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Yoga baba,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
rauta khem,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,,,locality_curated
Zila,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand,,,locality_curated
Chabutra Gosner Middle,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand,,,locality_curated
Haliyad,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
Karamla,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,,,locality_curated
gajipur,Shri Harbhajan Singh (2022-28) (2022-2028),Punjab,,,locality_curated
Merema,Smt. S. Phangnon Konyak (2022-28) (2022-2028),Nagaland,,,locality_curated
Oting,Smt. S. Phangnon Konyak (2022-28) (2022-2028),Nagaland,,,locality_curated
devarahubli,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
kottigehalli,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
Benikheda,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
Khairi,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
Sagouni,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
hesaraghatta,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
totagere,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
challahalli,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
heggadadevanapura,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
Village Mahgaon,Smt. Sumitra Balmik (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
Village Anding,Smt. Sumitra Balmik (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
Gudgawan,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
devalapura,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
akbarpur,Shri Harbhajan Singh (2022-28) (2022-2028),Punjab,,,locality_curated
Khurd,Shri Subhash Barala (2024-30) (2024-2030),Haryana,,,locality_curated
Godan,Shri Madan Rathore (2024-30) (2024-2030),Rajasthan,,,locality_curated
Dhani,Shri Madan Rathore (2024-30) (2024-2030),Rajasthan,,,locality_curated
School,Shri Madan Rathore (2024-30) (2024-2030),Rajasthan,,,locality_curated
Hoda,Shri Madan Rathore (2024-30) (2024-2030),Rajasthan,,,locality_curated
Fitkoria,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Jhalakdih,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Tarajori,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
village Jaruwadih,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
village Jhalakdih,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
village Chapuwadih,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Phuljori,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
village Mednisar,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,,,locality_curated
Sahdara,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,,,locality_curated
Kali Mata,Shri Sanjay Singh (2024-30) (2024-2030),Delhi,,,locality_curated
Belthangady Town,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),Karnataka,12.9899316,75.2789925,nominatim
fatepur,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Khavad,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Mahervada,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
dhandha,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,,,locality_curated
Ara,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,,,locality_curated
Gothapada Hanuman,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),Odisha,,,locality_curated
Vitthal Rukhmai,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),Maharashtra,,,locality_curated
Kedardkunta,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),Maharashtra,,,locality_curated
Bembra,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),Maharashtra,,,locality_curated
Village Gharthun,Dr. Sikander Kumar (2022-28) (2022-2028),Himachal Pradesh,,,locality_curated
LIGHTS,Shri Javed Ali Khan (2022-28) (2022-2028),Uttar Pradesh,,,locality_curated
varuna,Shri Khiru Mahto (2022-28) (2022-2028),Bihar,,,locality_curated
Varuna,Shri Khiru Mahto (2022-28) (2022-2028),Bihar,,,locality_curated
Piparpati,Shri Satish Chandra Dubey (2022-28) (2022-2028),Bihar,,,locality_curated
Hirebadwadagi,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Karnataka,,,locality_curated
Siddapur,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Karnataka,,,locality_curated
Namagiripettai,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),Tamil Nadu,,,locality_curated
Bahour Commune,Shri S. Selvaganabathy (2021-27) (2021-2027),Puducherry,,,locality_curated
vill gudarganj,Shri Ramji Lal Suman (2024-30) (2024-2030),Uttar Pradesh,,,locality_curated
guddadahalli,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
kukkanahalli,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,,,locality_curated
